port,bytes,packets
22,804,47
443,503,44
25,3141,86
53,3890,20
22,4728,7
3306,4387,44
80,219981,911
3306,2822,7
22,50125,221
3306,2547,8
53,1394,39
443,660005,462
23,3455,65
443,144,48
22,2707,89
80,179724,957
443,1488,11
3306,920,38
80,3045,2
22,31283,191
80,1479,11
80,4852,37
53,2961,32
443,537800,382
22,421,6
3306,4213,22
23,2596,64
443,2122,37
110,3763,66
53,3791,10
22,4047,24
80,965,32
3306,1685,34
22,576,16
3306,4700,37
80,225891,959
3306,530,33
22,114,19
53,2273,30
80,1936,39
443,2051,2
3306,4352,38
53,3680,35
443,3592,42
3306,4302,32
22,3971,11
22,4966,36
53,2073,4
53,1220,10
443,3806,30
80,4038,10
80,1973,8
3306,3008,24
80,671,18
25,4787,116
3306,866,15
80,1687,46
443,3410,5
53,231,48
53,3446,8
80,3728,14
53,1844,35
22,55001,191
22,3778,29
80,3918,14
80,164304,1178
443,3614,12
3306,1897,42
22,4257,31
443,1833,115
443,4418,2
22,2306,47
22,2142,6
22,3241,15
443,3613,50
22,57480,236
80,1181,17
443,2710,26
80,4978,6
443,3924,3
3306,2343,34
80,1206,25
80,4165,11
53,1440,50
80,4495,26
80,230626,1158
443,3797,39
80,213700,1151
80,824,29
53,4516,48
22,3636,20
443,664779,399
22,2346,47
3306,2620,7
3306,2707,26
22,4160,12
22,42198,203
22,2835,29
443,2313,31
80,2454,5
22,3559,4
3306,1014,45
443,1698,43
3306,4276,42
80,2531,39
53,2345,41
80,223120,1140
443,2188,41
143,2058,110
80,3904,31
53,2639,50
80,100,43
22,2757,5
22,1925,37
443,611401,588
22,3019,7
80,4583,22
443,4162,26
443,367210,457
22,1034,32
80,4629,43
53,4945,43
80,3755,12
22,4536,41
3306,2646,30
3306,2225,42
22,3495,41
53,4725,5
443,2676,47
22,4771,48
53,742,35
53,3090,21
23,2235,101
21,3717,72
22,4160,21
3306,2505,13
443,1498,14
3306,2950,42
80,577,33
443,2310,23
3306,3031,47
80,296,50
22,54751,192
3306,853,36
22,2817,48
80,891,42
80,3244,15
53,145,13
22,38663,193
22,3266,34
3306,857,30
3306,3382,8
80,4334,30
443,1165,85
53,4008,10
443,178,45
80,2099,22
53,3401,43
80,3144,19
53,3838,18
21,1120,74
22,3510,35
80,3375,1
80,2298,44
443,477,21
3306,4563,46
22,2033,42
3306,4480,30
80,3474,30
53,2538,39
80,3392,49
22,1855,15
22,329,13
22,1849,10
443,2461,14
53,4584,6
80,1273,32
3306,4168,21
22,4160,3
443,1272,29
443,3648,40
80,3648,27
443,2528,10
80,2343,39
443,132,17
80,4728,45
53,511,4
53,1320,24
3306,4774,22
53,732,16
53,3131,11
3306,2684,10
22,3344,25
20,4848,108
443,4133,21
3306,4390,5
3306,3800,9
80,441,34
53,1321,16
3306,3161,49
53,4416,37
80,2262,19
80,2021,26
3306,3627,27
53,1326,48
443,453,12
443,987,42
80,2483,29
53,4589,22
80,1937,21
53,3555,42
22,4872,5
53,3295,46
443,541583,409
22,2108,50
80,190183,1167
53,4611,4
20,3906,79
443,358389,359
80,4161,34
3306,1611,45
20,2666,98
22,1336,3
22,39234,222
3306,1213,32
22,2812,19
443,1331,25
3306,2119,40
80,2743,15
443,3741,8
80,4943,38
22,37381,199
22,714,26
3306,1307,13
22,4097,21
443,4390,22
80,2540,28
53,4499,29
3306,1756,43
53,3794,31
53,4791,1
443,1876,25
80,3070,19
3306,4420,11
22,2168,44
443,1041,6
80,2747,24
3306,483,7
80,1470,10
80,352,18
443,4281,38
53,4345,19
22,3674,9
443,4452,3
80,3880,13
443,4037,31
53,1736,44
80,224897,1169
443,523949,365
443,3738,17
22,3368,23
80,149939,1344
53,2823,47
80,1027,29
80,4763,2
443,409841,485
22,3556,29
25,3657,63
22,3859,4
22,1652,7
80,1775,26
53,3107,3
443,2047,32
80,209339,1077
53,1673,13
80,178468,1317
443,678200,353
53,191,13
3306,4198,29
443,4954,38
53,2786,5
22,1074,6
53,1021,36
53,4995,1
3306,302,39
80,132,1
23,2722,104
80,2542,17
80,4305,45
22,1003,23
443,136,21
443,383849,362
53,451,19
20,2489,64
443,402758,352
22,4127,14
443,4513,41
22,377,38
22,783,22
80,3429,47
3306,3018,35
80,271119,1334
22,1299,29
443,3732,2
3306,247,43
53,3623,16
80,4515,26
22,4814,36
22,3333,23
22,3986,29
443,2368,15
80,160431,1132
53,2364,33
3306,2693,36
22,57584,211
22,1546,71
3306,4994,18
22,36049,248
443,3854,2
80,4995,31
80,181,41
3306,860,11
22,3808,21
3306,4898,19
3306,4055,6
3306,3646,33
22,58261,240
53,3646,9
443,1971,31
22,1261,48
22,51126,187
3306,3626,32
22,48917,216
53,4697,35
80,3313,10
443,3926,28
3306,1062,28
80,783,40
80,1474,19
80,4999,11
3306,782,36
22,4560,27
80,3210,49
53,3254,33
80,1095,4
80,156118,1052
22,29707,248
80,4421,12
80,1477,43
53,2026,40
53,2174,35
22,232,15
80,3456,32
3306,2003,22
80,2616,35
443,578327,573
53,3170,40
443,2944,41
53,2896,35
53,4224,18
443,472008,637
443,1092,44
22,3376,44
80,3836,34
22,33633,218
53,2605,9
80,3152,1
22,4793,3
3306,3779,10
22,47465,233
443,532,44
3306,3781,16
443,3162,29
443,181,5
53,1191,43
53,3409,29
53,4861,42
22,4244,3
22,47653,188
80,587,48
53,1846,34
443,2520,17
443,3665,17
53,4697,12
53,3371,37
53,4317,27
3306,3150,27
443,2571,22
53,4686,13
3306,492,15
53,3009,21
443,3293,46
53,4648,15
80,175846,955
80,229591,1421
22,3609,34
80,1189,6
3306,4606,36
53,160,23
22,106,39
22,3789,12
80,1448,27
53,4368,35
22,1579,74
3306,2723,4
53,2674,5
53,1912,23
443,2338,17
443,2013,40
22,3768,12
22,4340,38
22,457,47
443,176,16
443,4763,4
22,44196,214
80,946,44
3306,3101,35
443,3944,7
443,2955,23
80,2277,13
3306,1682,14
22,1590,46
22,40118,226
22,3936,16
443,587592,537
22,3422,39
53,2592,120
53,1660,17
22,3421,27
80,1476,39
443,2294,3
21,1951,77
443,631,13
22,1664,28
443,360130,326
80,2503,15
443,913,18
53,1927,43
22,122,5
3306,1873,35
3306,4361,1
3306,309,37
22,895,24
22,4061,7
80,1241,35
3306,238,2
53,252,1
443,323832,329
53,1412,33
3306,2108,45
3306,3362,10
80,506,41
53,183,30
3306,626,49
443,3954,13
22,4576,50
3306,4404,16
80,166761,1179
80,3870,11
443,1075,50
53,4950,10
3306,4811,15
22,45778,207
3306,2006,21
80,3903,2
443,494410,323
53,1476,49
443,4212,33
22,3823,40
80,2050,34
53,820,16
443,670,32
53,1528,15
22,58536,180
80,4180,29
80,4971,20
80,262939,1068
53,3943,50
80,1343,32
3306,1489,10
80,4432,69
80,1476,50
80,921,25
22,40201,187
53,1427,24
443,533,29
3306,2428,50
443,4709,11
53,1594,47
22,3695,9
53,4772,26
443,287,4
22,3161,43
22,52876,223
22,1457,40
22,3183,43
53,4106,22
53,997,30
3306,4899,21
53,1531,11
443,906,44
22,51256,240
3306,2616,49
22,2825,30
22,421,18
443,351957,641
80,4466,50
80,1242,7
3306,1360,11
443,4640,24
22,2868,35
20,1521,108
80,220592,1027
80,204705,1180
80,2509,39
53,1859,15
3306,3970,6
53,4363,18
443,824,39
80,2207,5
53,2691,49
80,3429,13
80,931,31
3306,4353,15
443,4370,29
80,1461,25
22,3700,46
3306,2735,30
443,644102,425
80,2166,9
443,329916,661
443,1596,17
3306,1736,3
53,3833,47
443,4881,21
443,2997,6
443,4118,27
80,2420,6
22,1035,7
53,1731,50
53,4587,43
443,952,31
22,405,6
53,371,2
3306,2550,41
443,437088,664
80,831,2
80,103870,1006
53,2072,33
53,4146,19
443,1377,39
3306,458,39
3306,1029,14
53,2525,4
22,4074,21
22,2918,23
443,551981,618
443,756,17
3306,2971,42
22,44667,181
443,3639,18
22,2259,50
80,803,39
80,228246,1030
443,2167,44
3306,2724,26
80,739,2
80,134485,962
53,2635,15
3306,1389,28
22,3621,24
22,3746,10
443,581865,462
443,917,42
3306,1129,5
22,2261,50
443,3986,18
3306,3473,1
80,226653,920
80,1653,99
80,3132,4
143,4012,82
21,1335,68
80,2759,12
22,450,3
443,4047,47
443,449288,446
22,3946,37
22,1226,46
80,3773,13
443,4234,49
443,1404,9
22,2067,27
80,624,44
80,1381,13
22,1738,13
25,4961,119
443,1307,60
80,4792,15
22,4252,41
3306,4184,41
443,304008,653
53,1560,4
3306,2363,17
443,2538,48
80,4033,33
443,3256,1
443,1665,45
443,3931,13
443,4938,28
80,2931,14
3306,2706,8
53,3860,15
22,3088,25
21,4953,94
25,1792,90
3306,289,26
53,4877,10
80,700,20
443,3255,11
443,2023,5
22,2665,34
80,1329,11
22,3353,28
22,33800,221
443,1237,37
3306,2296,36
80,3122,23
443,625620,541
3306,154,37
22,2245,64
53,3310,19
3306,1141,27
3306,2090,22
80,188469,1226
80,243470,1391
3306,4583,47
3306,4489,21
80,222132,957
53,4621,46
80,3950,23
53,2667,42
22,3514,11
80,2231,38
80,3299,6
443,657450,589
53,3388,1
53,2850,28
22,875,11
22,2143,35
3306,1244,19
443,1126,38
80,239002,1303
22,3206,39
3306,1261,30
53,2824,18
53,4109,32
22,2996,41
23,4219,114
3306,2103,11
22,446,45
443,2167,12
443,553070,631
443,2031,50
443,3843,32
80,1298,42
110,4031,89
22,39311,242
53,3543,6
80,3737,27
53,380,19
443,3931,36
53,2504,45
3306,813,27
143,1956,109
53,2974,25
3306,3964,39
80,3040,6
443,3774,5
443,3685,34
3306,3450,48
53,2767,19
143,3092,108
53,4931,34
22,4769,44
22,3733,7
80,4328,3
3306,2350,47
22,58398,205
22,2703,24
80,2849,13
22,2715,5
53,4971,118
22,28702,180
443,354,16
443,623,46
443,1061,8
22,4212,7
443,630847,562
80,151949,1129
22,503,30
22,4447,25
53,370,17
22,3732,47
22,1299,103
53,3337,4
443,181,44
3306,545,45
22,31909,224
3306,4485,43
3306,4162,32
80,2794,24
80,4509,19
22,646,39
80,3627,31
80,3376,37
22,4995,22
3306,1472,45
443,4290,48
53,2417,48
3306,1696,17
22,47222,219
22,4492,18
443,650968,638
53,2219,16
443,396,40
53,2278,19
80,121777,1141
3306,2067,35
443,770,46
443,621,23
80,2020,13
80,3338,40
443,441027,621
143,3401,116
3306,4857,4
53,1058,12
3306,3330,20
3306,105,25
80,282545,1270
22,1886,4
443,4990,32
443,1667,48
443,486511,417
22,40437,215
22,30228,242
22,3001,30
443,1900,48
22,3691,18
80,1600,106
80,199,17
80,4920,24
80,3098,12
443,947,15
53,1634,13
443,666,13
3306,2410,29
3306,1733,34
3306,790,14
443,1608,22
23,2719,112
22,2136,18
80,4916,12
22,1551,41
53,808,40
22,4386,24
443,618570,615
53,3788,12
53,484,18
443,3393,28
80,790,5
443,335838,348
22,284,21
443,3105,29
80,4563,16
443,4191,9
443,4556,26
53,1700,38
53,4271,10
80,932,44
22,2117,32
53,2430,24
53,198,50
3306,4714,6
80,137194,1316
3306,4552,4
80,165,39
53,3382,6
443,3410,26
80,2736,16
443,1475,1
443,4012,45
22,427,40
3306,2176,2
3306,4690,34
22,47562,197
80,3868,49
22,2361,33
21,4479,86
22,3428,18
3306,1636,31
53,4094,39
22,43847,213
443,3168,25
3306,4771,28
80,2171,40
443,969,6
53,1154,9
443,2077,4
80,1893,26
443,3246,7
443,1195,35
443,450040,529
80,175410,1021
80,1574,47
3306,4311,43
80,2649,11
80,263801,1170
22,30589,189
22,3063,39
22,4265,10
443,1878,43
22,3159,26
80,3875,4
53,3489,38
3306,3583,24
22,2534,25
53,4621,32
443,4570,48
22,48254,196
20,2172,94
80,1552,19
443,310714,682
22,4927,14
443,3780,1
53,4239,2
443,3800,47
443,381265,436
80,3757,44
53,2470,26
3306,4883,15
80,4145,18
22,346,39
53,1084,21
443,4705,40
80,277921,1283
3306,1331,9
22,1065,10
22,25364,189
22,795,36
80,2696,45
25,2770,94
80,211559,1010
22,4922,2
22,2826,15
22,4508,8
22,2350,7
3306,2910,26
443,132,12
22,3629,25
22,2523,50
22,2388,17
80,309,16
3306,2181,21
3306,4585,34
53,3375,41
443,629882,548
443,3961,40
53,1364,4
22,4253,18
443,2865,34
53,4962,35
143,4352,99
80,1477,40
22,4789,23
443,1203,12
443,3624,14
80,2218,1
443,4524,23
443,390421,585
443,351795,606
23,3512,106
53,2782,10
53,3999,47
22,3885,33
22,2743,32
3306,1145,21
22,4258,24
80,4198,5
80,1175,28
80,3188,18
3306,3931,16
22,3639,27
3306,4892,19
80,4453,42
443,339403,389
80,163522,1459
3306,1055,33
22,3133,33
3306,4414,37
3306,3994,5
80,4342,7
22,57400,218
3306,3222,29
80,287309,1189
53,2275,39
3306,4745,42
443,1830,26
443,130,14
22,50658,220
80,1243,22
53,1618,107
53,2504,12
443,328,9
3306,782,7
22,1683,26
443,4894,12
3306,1062,20
22,1136,30
53,4038,30
3306,3305,41
22,4878,4
80,1117,14
3306,3416,22
443,862,46
443,2314,42
443,1359,28
3306,3750,20
3306,2014,17
3306,4967,41
3306,4268,48
3306,3241,30
22,784,27
3306,204,39
80,322,38
80,837,47
22,504,2
3306,4245,21
22,3760,22
443,667398,416
443,2205,1
3306,4123,17
53,2079,10
443,3491,9
80,3903,39
80,4032,4
53,910,45
143,4130,67
22,1067,19
80,4531,16
53,554,7
22,1325,12
80,272929,1331
53,3238,15
443,599951,643
53,146,45
3306,4943,32
22,41775,188
80,3063,4
80,3454,7
80,3956,11
80,2936,6
443,2542,2
53,4998,2
80,209165,1012
80,4886,36
22,2304,39
22,3696,28
80,4188,13
443,2487,30
443,696,32
3306,3780,33
22,1803,19
443,642557,674
22,39908,221
80,165839,1046
53,2512,44
80,2023,26
80,4712,2
53,3836,16
80,4711,50
22,2313,40
3306,1269,45
53,4107,4
22,4753,41
443,4747,78
443,1514,25
22,4350,5
53,3581,13
80,1165,19
80,689,23
443,3794,19
53,4253,32
22,3659,37
3306,4346,13
443,2349,7
53,2247,5
22,4327,37
53,651,42
443,4529,39
443,481490,396
22,54120,194
22,4913,40
22,38146,217
80,236744,1461
22,699,17
443,548641,617
3306,4366,3
22,1246,15
53,2756,25
53,3989,33
22,4918,40
22,4163,20
80,258765,1396
22,2416,24
80,227562,967
443,4948,21
3306,1207,6
80,375,20
80,255456,985
80,4085,44
80,214983,1076
443,3765,48
80,291793,1273
80,2920,45
80,3135,28
53,2112,27
53,2398,12
53,1431,64
22,1022,29
3306,1418,11
3306,3683,40
443,166,9
80,215383,1441
3306,2852,41
53,4267,15
80,150292,938
22,2279,13
22,1269,31
443,1908,18
53,311,24
53,3969,49
3306,1677,32
443,2369,8
80,1834,28
443,341,26
22,25513,213
22,25370,184
53,2894,39
443,3112,17
443,2491,28
80,106188,1397
3306,3130,36
22,39157,211
22,4640,10
443,3728,4
443,363,40
443,680004,596
3306,1618,13
53,2331,31
53,751,19
22,4549,7
3306,3183,29
80,1190,4
53,1122,99
22,504,14
21,4039,96
22,42663,219
3306,4459,15
3306,2195,21
3306,3704,43
80,1937,38
80,647,8
53,3744,21
53,3231,83
80,3368,14
80,1178,29
3306,375,41
443,1247,2
443,548922,509
22,41114,232
80,590,31
3306,2031,6
80,3308,30
3306,2893,18
80,143559,1425
443,686591,558
80,1023,38
53,3590,38
53,3111,15
53,1846,29
443,320964,545
3306,2321,43
53,1134,27
22,39673,240
22,2557,28
22,2324,44
80,2368,9
3306,759,25
3306,3849,37
80,1434,4
22,2808,19
22,3310,43
443,1794,45
53,2438,44
53,1087,11
443,432137,331
3306,390,27
22,35716,222
3306,4214,49
3306,409,38
80,278579,1420
53,4197,9
53,3001,25
22,2373,10
3306,598,11
22,442,15
3306,2598,47
443,454,16
3306,3186,42
22,52478,208
80,3894,48
80,4433,100
443,2980,91
80,3064,4
443,1236,7
22,36724,235
443,477649,545
443,1082,5
443,2139,12
53,1636,37
80,206,7
3306,4415,48
53,3416,31
22,2262,1
53,2980,14
22,1790,13
80,1200,47
443,4583,45
443,848,37
22,710,7
443,2366,36
443,2618,24
22,2306,44
3306,2032,17
80,2788,16
22,1773,40
443,1705,33
443,4665,99
3306,3850,32
143,4765,81
21,3669,70
53,4969,13
22,2345,40
443,881,18
443,3009,41
3306,4835,44
22,4453,37
80,159545,1181
53,1841,6
53,2765,24
80,198819,992
21,1831,86
22,43819,228
3306,2024,23
3306,4892,15
53,2324,17
53,4479,23
53,4749,9
53,4890,20
53,145,17
80,1656,47
443,182,11
22,43503,200
443,2634,24
22,3499,38
443,3838,35
53,4167,106
443,2290,31
443,381993,542
443,4818,23
53,3637,16
80,4194,44
443,4541,41
443,575,8
3306,2882,8
443,3990,23
443,937,1
80,130151,1349
22,2282,4
80,176887,1409
53,3122,10
80,226298,1090
22,27003,206
22,49644,200
3306,4643,8
443,4391,4
80,2016,25
22,44633,195
443,1421,17
443,317190,586
22,2356,39
22,3865,40
53,3763,26
80,2347,41
443,2992,102
53,692,16
3306,4784,15
22,553,29
80,2107,9
80,1501,38
80,2057,45
53,2483,21
3306,1728,25
443,499690,308
80,394,32
53,4370,45
53,2064,2
3306,3167,38
80,175,16
3306,2045,38
80,2451,18
22,3307,41
3306,2318,42
80,2683,45
22,48024,219
3306,4291,38
22,3660,18
53,2805,45
22,1746,32
80,782,30
25,4160,111
80,2634,12
53,334,11
3306,4056,19
80,1909,46
443,694353,467
443,3460,19
443,2406,47
80,3220,17
80,206885,1442
53,4018,30
22,25043,202
80,3478,20
443,352674,344
80,3520,46
3306,2632,22
443,4887,27
53,4791,11
22,4875,41
22,57865,182
22,49479,246
3306,1659,2
22,36837,190
443,4234,91
53,2776,33
53,3228,14
23,1603,90
53,1901,36
80,932,39
80,4516,13
53,4982,26
443,4174,3
3306,1902,23
3306,4913,47
443,3233,2
53,3776,3
22,1135,39
80,4794,22
80,102946,1109
80,3538,26
53,618,8
3306,216,44
53,2881,114
22,34747,194
22,1561,41
80,129,24
80,780,33
80,2530,25
3306,1176,26
53,2705,22
53,2106,49
22,3263,29
53,4234,1
443,4044,23
3306,4796,20
443,2654,10
443,3002,17
80,2097,104
443,1992,25
53,4506,41
22,44361,223
80,832,39
80,293075,1303
53,703,43
3306,1139,4
22,42674,241
80,212648,1113
80,3191,10
3306,3593,9
3306,4083,24
443,586,41
53,217,20
80,117012,1042
443,4888,49
80,270165,1475
80,442,34
3306,2708,49
53,1240,18
80,1486,23
22,3629,35
80,1631,8
53,1644,40
3306,4750,42
22,3279,16
3306,1798,18
53,750,40
443,2647,26
80,243,1
443,1631,1
443,3094,14
443,392,32
53,1131,37
22,1329,32
80,2360,81
80,1960,9
443,3996,29
22,2876,15
53,3502,41
80,260643,1115
443,1818,19
443,2678,19
80,214635,1111
22,4402,34
3306,1811,46
22,4992,3
22,3843,17
53,1105,88
443,152,35
3306,660,23
25,4576,116
80,2517,35
80,239045,1045
80,4768,9
443,669410,419
443,2633,31
80,1033,12
53,4596,11
22,50636,195
80,1191,46
3306,4631,38
80,3671,29
22,2982,40
3306,4059,23
3306,1898,31
53,2369,37
3306,1201,1
53,518,27
22,4762,38
80,233214,1050
443,1396,24
3306,761,5
443,945,18
80,1716,34
3306,107,38
443,360981,368
22,4748,12
80,3958,19
22,1416,46
22,606,44
80,1723,46
3306,3203,21
3306,2513,31
80,2335,12
443,4759,39
80,144107,1240
53,1855,12
80,264278,1216
80,2559,9
53,991,8
443,318872,331
443,964,41
443,846,39
53,1082,24
22,2777,19
53,1142,48
22,52504,223
22,1220,12
3306,1240,14
443,560933,558
3306,1944,17
22,303,26
53,1036,40
443,1181,26
53,2524,7
22,1061,12
53,4476,37
53,1733,46
80,4224,17
22,172,27
80,4475,46
53,1881,47
3306,2502,46
443,4810,20
80,133225,1233
443,2397,33
22,1772,22
21,3860,96
53,1264,38
443,502,38
443,169,22
443,2071,11
110,4058,83
80,3786,18
443,589,23
53,3968,45
443,392491,370
53,1513,26
443,1831,2
22,56957,211
22,42540,226
443,662,28
443,4046,111
53,1524,42
443,2682,49
80,2339,10
22,301,20
22,383,32
80,274243,929
443,405,24
3306,3760,15
22,606,28
3306,1346,14
443,2309,30
22,2604,26
80,764,45
53,3029,20
443,288,22
53,2094,13
3306,503,34
53,3830,45
80,649,46
53,4165,21
443,432,3
443,983,2
3306,4583,19
22,462,48
80,4518,48
3306,625,26
80,2031,17
80,181882,1032
80,2115,38
443,442996,410
53,4868,97
80,3636,28
3306,1250,36
80,237381,1494
22,1269,29
443,1165,26
3306,2848,38
3306,1018,2
80,292943,904
53,868,32
3306,4565,46
443,1774,49
80,4991,28
443,1845,15
443,2125,46
80,4042,2
443,2628,15
80,670,2
53,1686,1
22,3437,40
443,4290,26
25,2021,119
22,1295,21
3306,2252,39
22,2428,19
443,556,5
80,2937,49
53,1672,4
53,4972,28
53,4429,47
443,2355,105
80,2271,9
23,3450,80
22,36473,229
53,3389,2
3306,676,26
22,4741,40
443,2893,40
443,627212,423
53,3482,15
3306,340,6
3306,2533,33
443,548903,471
3306,2017,45
80,4078,47
53,326,4
53,3593,22
22,4625,24
3306,608,6
443,2363,19
22,1746,11
3306,137,8
3306,1801,37
80,3086,19
22,980,37
22,127,49
80,2379,20
80,3872,25
443,3182,47
53,3429,7
80,1970,33
22,4110,35
3306,3843,36
22,4268,8
80,1570,25
443,619,4
22,4087,50
22,476,10
80,1434,29
80,1193,39
3306,1840,28
80,209,34
3306,1946,8
80,1451,50
80,3704,11
80,275227,1084
80,261918,1231
80,130,5
443,4011,38
3306,2620,8
443,590047,664
22,397,38
22,4218,48
3306,4723,14
443,441623,622
443,1187,36
443,3210,23
23,3322,74
22,41192,184
443,2933,8
3306,2259,24
20,4567,117
22,38098,223
53,3811,16
53,4310,11
80,131287,1491
22,33202,185
3306,3311,28
22,982,39
22,3467,8
22,59196,215
22,55109,203
22,2591,37
143,4847,94
80,124,16
80,4922,34
80,287541,1187
3306,895,36
53,2001,38
80,182164,1000
3306,3058,21
53,3599,23
3306,1320,42
80,197056,1366
22,1935,3
3306,993,2
80,2684,34
80,1361,34
80,750,36
3306,3453,36
3306,1390,20
143,4688,79
3306,4005,25
443,3604,43
22,4523,4
53,3601,4
80,2964,22
22,42976,227
443,2224,43
3306,411,46
53,130,29
3306,4992,50
80,212977,1432
443,3891,46
22,4141,43
443,889,45
3306,2273,48
80,245,42
3306,2625,39
443,4796,29
22,2906,48
22,1319,23
3306,2921,49
3306,4570,29
22,1036,9
3306,4559,16
80,4338,32
443,1132,34
80,4147,26
53,538,5
443,1978,27
22,740,30
80,4043,12
22,420,50
443,4793,25
80,964,44
22,33527,250
22,3074,25
22,3213,31
25,4773,80
53,2774,5
22,25754,189
443,3660,22
53,2256,17
22,32974,229
22,4425,34
22,2006,39
80,4429,2
3306,655,6
443,1632,8
3306,973,20
80,137847,1074
80,3549,6
53,3130,45
443,565506,552
443,2844,14
80,122,37
80,101036,1223
80,157170,1139
22,3385,108
22,38422,202
22,53579,203
80,198593,934
53,291,7
53,517,30
443,3790,2
80,2131,81
443,378196,314
80,2965,45
80,1751,17
3306,1379,33
22,4089,42
443,674206,471
80,126105,1300
21,2555,96
53,1978,48
443,3949,17
22,1420,25
443,368440,631
53,2800,36
80,2854,46
443,1160,2
3306,1371,50
80,4838,14
80,152504,1085
443,1819,23
53,348,47
20,1276,99
22,2811,42
3306,3517,30
80,4770,42
22,3011,34
443,3886,46
22,414,15
80,214409,1491
22,3537,5
3306,4056,24
80,1537,10
22,719,36
80,837,18
80,1069,24
80,2728,10
3306,2544,45
53,3678,41
22,770,50
22,3923,37
443,3007,22
53,1718,21
3306,4276,5
53,932,19
80,2591,2
22,665,28
3306,1866,29
53,306,11
3306,1019,7
22,597,38
53,4938,21
3306,1717,20
80,596,21
80,442,20
22,4778,7
3306,3569,1
443,2679,32
53,2913,37
53,3438,38
53,1108,13
3306,1701,20
80,2513,42
22,2366,102
3306,1188,39
3306,1167,13
3306,4341,38
3306,2613,33
80,142205,1252
80,3640,43
22,1956,17
443,4568,41
22,54702,196
80,2131,37
80,3125,39
53,3530,13
22,694,8
443,580,16
3306,1002,6
53,4972,31
80,557,28
80,4377,6
53,2565,18
80,3330,16
80,3425,12
53,2435,37
53,2530,23
22,51881,228
443,693873,639
443,1072,78
22,3811,6
3306,2597,17
3306,670,1
443,574,27
80,4858,36
53,4326,62
53,1201,15
443,2577,26
22,4378,2
22,2357,39
22,58416,195
22,1337,43
443,638708,436
3306,3274,38
3306,1542,10
80,3016,49
22,49163,231
80,3566,27
3306,4534,50
53,691,26
53,1024,8
53,3585,21
53,3416,21
80,261073,1436
22,2834,3
80,2890,10
80,4586,27
22,1356,31
22,1906,36
22,2486,45
22,52970,218
443,3147,25
80,192824,1431
80,2592,26
80,1579,44
22,509,27
443,2365,34
3306,3785,41
3306,1504,31
22,28717,198
53,4457,5
22,3361,43
443,2029,20
443,3513,1
22,46993,194
443,3995,31
443,4075,15
3306,4199,32
443,2104,28
53,1485,90
53,4622,50
53,2426,2
22,50220,248
53,1457,47
22,310,18
22,2520,12
80,516,46
3306,4308,13
3306,4125,18
443,327746,684
80,2480,11
22,510,28
443,1808,9
443,604158,434
143,4914,92
443,4756,3
53,420,46
53,975,10
53,4159,25
22,3321,30
80,3796,20
80,3114,20
22,42670,240
22,1020,43
22,3343,13
53,2702,8
80,271785,1135
80,4623,36
443,350289,679
3306,467,49
80,908,21
22,1481,37
53,1483,24
22,1466,26
443,4422,40
3306,1292,7
443,626159,448
53,3782,40
53,3518,90
3306,1227,21
443,392251,311
443,1083,17
443,3542,40
443,2401,4
53,3415,33
80,4011,35
3306,1457,42
22,3687,12
3306,896,17
443,671547,457
3306,2103,22
53,1947,16
80,176516,1122
3306,4489,35
53,554,23
443,410522,588
53,390,2
143,2125,118
22,2210,11
80,2677,6
443,1481,28
443,4569,22
3306,164,49
3306,4028,18
443,4632,24
80,2110,1
22,2201,25
80,4043,42
3306,2128,26
443,4074,20
80,234187,1415
53,2890,26
22,2929,10
22,4460,25
3306,571,31
22,3335,28
80,202885,1469
21,2147,63
443,606943,557
53,3455,40
22,2593,38
443,1605,45
53,2900,19
80,3781,44
22,1532,35
80,231350,902
443,2508,8
22,2191,47
80,3353,36
80,284,32
80,886,42
22,2611,6
3306,4536,20
53,1479,19
53,2086,18
3306,1707,34
443,4064,2
3306,2794,46
53,4114,24
22,1727,37
3306,2544,28
22,476,31
3306,3667,2
3306,524,33
22,40767,233
80,196049,1127
80,3907,19
80,3684,26
443,2900,12
3306,1265,15
110,1897,94
22,4122,2
20,2333,96
22,450,42
3306,2760,12
3306,3240,28
3306,420,45
53,4030,48
80,3137,48
143,2654,113
3306,3469,28
80,278,26
443,3487,50
22,43397,214
80,1763,19
443,3040,6
22,815,3
22,3532,35
22,4242,2
443,640007,418
443,1360,47
443,1817,48
443,547,26
22,1553,34
443,588751,590
3306,4223,30
53,354,8
80,1259,44
22,4669,44
80,179497,904
22,53286,195
22,998,35
22,2913,1
22,1862,25
21,2330,92
443,4667,6
22,2156,48
53,4067,35
110,2517,77
443,490217,681
53,4205,21
80,496,16
80,3941,35
3306,3462,19
80,4182,11
443,2271,34
443,502536,483
3306,2852,24
22,4043,20
80,4974,18
80,2223,34
80,231804,1265
80,158047,1133
3306,3903,17
53,1896,27
53,1646,18
53,1388,5
80,1990,33
53,1009,19
80,263645,1351
53,281,19
22,4730,31
3306,4068,1
53,939,21
22,4248,13
80,3987,24
53,256,36
22,1690,29
3306,2826,22
22,2152,5
80,2549,17
3306,2929,9
80,152490,1343
80,3666,11
443,3261,39
53,4396,83
443,560758,550
443,413316,400
80,1609,4
22,30036,198
80,1536,6
53,1481,17
22,4836,26
443,854,18
22,41382,210
80,3487,3
443,2424,79
443,1301,13
443,3317,42
80,278472,1058
80,628,14
443,463,9
3306,3739,34
22,2408,28
